date,branch_id,branch_name,sku_id,product_name,category,units_sold,selling_price,promotion,festival,festival_flag,weekend_flag,month,day_of_week,opening_stock,closing_stock,warehouse_stock
2025-01-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,1,2,37,22,3586
2025-01-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,1,3,22,161,4159
2025-01-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,1,4,161,142,4417
2025-01-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,1,5,142,123,2845
2025-01-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,1,1,6,123,103,3223
2025-01-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,1,0,103,86,3537
2025-01-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,1,1,86,73,2635
2025-01-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,1,2,73,56,4278
2025-01-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,1,3,56,37,3204
2025-01-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,1,4,37,20,3243
2025-01-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,1,1,5,20,88,4931
2025-01-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,Republic Day,1,1,1,6,88,71,4491
2025-01-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,1,0,71,54,3834
2025-01-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,1,1,54,39,3032
2025-01-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,1,2,39,107,3676
2025-01-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,1,3,107,90,3635
2025-01-31,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,1,4,90,77,3698
2025-02-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,2,5,77,56,3233
2025-02-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,2,6,56,40,4485
2025-02-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,2,0,40,24,4760
2025-02-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,2,1,24,170,3123
2025-02-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,2,2,170,153,4155
2025-02-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,2,3,153,137,3766
2025-02-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,2,4,137,121,4592
2025-02-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,2,5,121,106,3516
2025-02-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,1,2,6,106,84,4333
2025-02-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,2,0,84,70,3814
2025-02-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,2,1,70,56,2598
2025-02-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,2,2,56,37,3979
2025-02-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,2,3,37,21,2987
2025-02-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,2,4,21,103,3504
2025-02-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,2,5,103,87,2729
2025-02-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,2,6,87,70,3691
2025-02-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,2,0,70,50,4477
2025-02-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,2,1,50,35,3883
2025-02-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,0,2,2,35,188,3572
2025-02-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,11,85.0,0,,0,0,2,3,188,177,2963
2025-02-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,2,4,177,157,2565
2025-02-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,2,5,157,142,4496
2025-02-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,2,6,142,126,4643
2025-02-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,2,0,126,107,3486
2025-02-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,11,85.0,0,,0,0,2,1,107,96,4549
2025-02-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,2,2,96,80,3079
2025-02-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,2,3,80,62,3005
2025-02-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,2,4,62,43,4410
2025-03-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,3,5,43,25,2860
2025-03-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,3,6,25,101,4724
2025-03-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,23,85.0,0,,0,0,3,0,101,78,2778
2025-03-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,3,1,78,64,3872
2025-03-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,3,2,64,46,2789
2025-03-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,3,3,46,27,4565
2025-03-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,3,4,27,135,4990
2025-03-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,1,3,5,135,115,2640
2025-03-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,3,6,115,99,3998
2025-03-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,3,0,99,81,3768
2025-03-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,3,1,81,65,3210
2025-03-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,0,3,2,65,43,3369
2025-03-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,3,3,43,23,2892
2025-03-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,3,4,23,159,4948
2025-03-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,3,5,159,142,3535
2025-03-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,3,6,142,123,3858
2025-03-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,29,76.15,1,,0,0,3,0,123,94,4527
2025-03-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,28,77.77,1,,0,0,3,1,94,66,3562
2025-03-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,30,77.67,1,,0,0,3,2,66,36,3687
2025-03-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,73.45,1,,0,0,3,3,36,99,4840
2025-03-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,3,4,99,84,4670
2025-03-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,3,5,84,65,2824
2025-03-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,1,3,6,65,45,3186
2025-03-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,3,0,45,26,4239
2025-03-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,3,1,26,149,4021
2025-03-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,3,2,149,128,3896
2025-03-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,3,3,128,112,2717
2025-03-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,3,4,112,94,4050
2025-03-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,3,5,94,73,3088
2025-03-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,24,85.0,0,,0,1,3,6,73,49,4171
2025-03-31,B01,Singanallur,SKU016,Hand Wash,Personal Care,11,85.0,0,,0,0,3,0,49,38,4900
2025-04-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,4,1,38,143,4638
2025-04-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,4,2,143,130,3201
2025-04-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,4,3,130,113,4620
2025-04-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,4,4,113,92,4028
2025-04-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,4,5,92,75,3721
2025-04-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,1,4,6,75,53,4690
2025-04-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,4,0,53,35,4269
2025-04-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,4,1,35,123,4970
2025-04-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,4,2,123,102,2659
2025-04-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,4,3,102,86,4779
2025-04-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,4,4,86,69,4971
2025-04-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,4,5,69,51,3393
2025-04-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,4,6,51,32,4786
2025-04-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,Tamil New Year,1,0,4,0,32,109,4773
2025-04-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,4,1,109,88,3151
2025-04-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,4,2,88,71,4127
2025-04-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,4,3,71,52,4547
2025-04-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,4,4,52,34,3676
2025-04-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,4,5,34,171,3291
2025-04-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,4,6,171,156,3605
2025-04-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,4,0,156,139,4357
2025-04-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,4,1,139,120,4339
2025-04-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,4,2,120,100,3478
2025-04-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,4,3,100,85,3183
2025-04-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,4,4,85,68,3778
2025-04-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,4,5,68,52,4739
2025-04-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,4,6,52,35,4502
2025-04-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,4,0,35,147,3586
2025-04-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,4,1,147,127,2744
2025-04-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,0,4,2,127,105,4056
2025-05-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,5,3,105,89,3651
2025-05-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,5,4,89,75,4542
2025-05-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,5,5,75,54,4871
2025-05-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,5,6,54,33,4613
2025-05-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,0,5,0,33,124,2753
2025-05-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,5,1,124,108,4521
2025-05-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,5,2,108,88,2535
2025-05-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,5,3,88,75,3030
2025-05-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,0,5,4,75,53,4332
2025-05-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,5,5,53,37,2579
2025-05-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,5,6,37,21,3981
2025-05-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,5,0,21,181,3903
2025-05-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,5,1,181,163,2831
2025-05-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,5,2,163,146,3612
2025-05-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,5,3,146,129,4127
2025-05-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,5,4,129,112,4654
2025-05-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,5,5,112,94,3634
2025-05-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,5,6,94,79,3005
2025-05-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,5,0,79,64,3644
2025-05-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,5,1,64,46,3453
2025-05-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,5,2,46,27,3571
2025-05-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,0,5,3,27,153,3397
2025-05-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,5,4,153,136,3579
2025-05-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,5,5,136,117,3236
2025-05-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,5,6,117,100,2578
2025-05-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,5,0,100,83,4502
2025-05-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,5,1,83,68,4191
2025-05-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,5,2,68,51,3352
2025-05-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,5,3,51,35,2961
2025-05-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,5,4,35,170,4154
2025-05-31,B01,Singanallur,SKU016,Hand Wash,Personal Care,24,85.0,0,,0,1,5,5,170,146,4234
2025-06-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,1,6,6,146,124,3294
2025-06-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,6,0,124,110,4086
2025-06-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,23,85.0,0,,0,0,6,1,110,87,3134
2025-06-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,6,2,87,66,3774
2025-06-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,0,6,3,66,45,4384
2025-06-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,6,4,45,32,4018
2025-06-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,6,5,32,168,3477
2025-06-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,6,6,168,151,4037
2025-06-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,6,0,151,137,4865
2025-06-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,6,1,137,122,3407
2025-06-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,11,85.0,0,,0,0,6,2,122,111,3342
2025-06-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,6,3,111,97,2631
2025-06-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,6,4,97,82,3360
2025-06-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,6,5,82,65,2793
2025-06-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,6,6,65,50,3760
2025-06-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,6,0,50,33,2786
2025-06-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,6,1,33,20,4838
2025-06-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,6,2,20,122,4990
2025-06-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,6,3,122,103,4469
2025-06-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,6,4,103,87,2975
2025-06-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,6,5,87,66,3499
2025-06-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,6,6,66,48,2520
2025-06-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,12,85.0,0,,0,0,6,0,48,36,3459
2025-06-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,6,1,36,20,4761
2025-06-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,6,2,20,143,3099
2025-06-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,79.84,1,,0,0,6,3,143,121,3147
2025-06-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,25,79.46,1,,0,0,6,4,121,96,2946
2025-06-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,21,85.0,0,,0,1,6,5,96,75,3027
2025-06-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,24,85.0,0,,0,1,6,6,75,51,3662
2025-06-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,6,0,51,37,3168
2025-07-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,7,1,37,21,4270
2025-07-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,7,2,21,170,4325
2025-07-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,7,3,170,155,4271
2025-07-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,7,4,155,142,3859
2025-07-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,22,85.0,0,,0,1,7,5,142,120,2971
2025-07-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,1,7,6,120,103,2527
2025-07-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,7,0,103,86,3483
2025-07-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,75.32,1,,0,0,7,1,86,67,3325
2025-07-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,23,78.1,1,,0,0,7,2,67,44,4461
2025-07-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,76.83,1,,0,0,7,3,44,26,3421
2025-07-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,80.51,1,,0,0,7,4,26,131,3357
2025-07-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,7,5,131,115,3709
2025-07-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,7,6,115,99,4150
2025-07-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,7,0,99,83,3653
2025-07-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,7,1,83,67,3144
2025-07-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,7,2,67,48,4635
2025-07-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,7,3,48,32,3679
2025-07-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,7,4,32,155,4785
2025-07-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,1,7,5,155,141,4194
2025-07-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,24,85.0,0,,0,1,7,6,141,117,4233
2025-07-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,7,0,117,103,3816
2025-07-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,7,1,103,84,3858
2025-07-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,7,2,84,68,3406
2025-07-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,7,3,68,52,3162
2025-07-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,7,4,52,39,2962
2025-07-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,7,5,39,20,3084
2025-07-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,1,7,6,20,139,3826
2025-07-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,7,0,139,124,4606
2025-07-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,7,1,124,107,4983
2025-07-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,7,2,107,94,2645
2025-07-31,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,7,3,94,81,2979
2025-08-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,8,4,81,67,4962
2025-08-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,8,5,67,49,2587
2025-08-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,1,8,6,49,35,3740
2025-08-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,8,0,35,133,3505
2025-08-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,8,1,133,118,4848
2025-08-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,8,2,118,105,2962
2025-08-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,8,3,105,90,2907
2025-08-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,8,4,90,76,2816
2025-08-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,8,5,76,58,4002
2025-08-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,20,85.0,0,,0,1,8,6,58,38,4259
2025-08-11,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,8,0,38,20,2762
2025-08-12,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,8,1,20,177,2606
2025-08-13,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,8,2,177,159,2597
2025-08-14,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,8,3,159,146,3780
2025-08-15,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,Independence Day,1,0,8,4,146,133,2542
2025-08-16,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,79.22,1,,0,1,8,5,133,117,3648
2025-08-17,B01,Singanallur,SKU016,Hand Wash,Personal Care,28,80.22,1,,0,1,8,6,117,89,2725
2025-08-18,B01,Singanallur,SKU016,Hand Wash,Personal Care,24,72.99,1,,0,0,8,0,89,65,2795
2025-08-19,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,8,1,65,46,2913
2025-08-20,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,8,2,46,32,2503
2025-08-21,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,8,3,32,144,3245
2025-08-22,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,8,4,144,131,3886
2025-08-23,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,8,5,131,116,4982
2025-08-24,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,8,6,116,101,3669
2025-08-25,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,8,0,101,88,3061
2025-08-26,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,0,8,1,88,73,3482
2025-08-27,B01,Singanallur,SKU016,Hand Wash,Personal Care,19,85.0,0,,0,0,8,2,73,54,3934
2025-08-28,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,8,3,54,37,3277
2025-08-29,B01,Singanallur,SKU016,Hand Wash,Personal Care,17,85.0,0,,0,0,8,4,37,20,2722
2025-08-30,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,1,8,5,20,147,4922
2025-08-31,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,1,8,6,147,134,2911
2025-09-01,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,9,0,134,121,4177
2025-09-02,B01,Singanallur,SKU016,Hand Wash,Personal Care,14,85.0,0,,0,0,9,1,121,107,4997
2025-09-03,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,9,2,107,89,3891
2025-09-04,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,9,3,89,73,2754
2025-09-05,B01,Singanallur,SKU016,Hand Wash,Personal Care,18,85.0,0,,0,0,9,4,73,55,3261
2025-09-06,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,1,9,5,55,39,3857
2025-09-07,B01,Singanallur,SKU016,Hand Wash,Personal Care,15,85.0,0,,0,1,9,6,39,24,3590
2025-09-08,B01,Singanallur,SKU016,Hand Wash,Personal Care,11,85.0,0,,0,0,9,0,24,158,4118
2025-09-09,B01,Singanallur,SKU016,Hand Wash,Personal Care,16,85.0,0,,0,0,9,1,158,142,4733
2025-09-10,B01,Singanallur,SKU016,Hand Wash,Personal Care,13,85.0,0,,0,0,9,2,142,129,4831
